fileName,Longest Dep Ref,GraphBuildTime,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
harry_arora_000_1_1.pst.14.xls,Gas Curves:BV2,530,0,0,0,0
vkaminski_001_1_2_1.pst.130.xls,Expiration Dates:D30,243,6,0,2,0
don_baughman_000_1_1.pst.140.xls,Sheet1:C38,395,37,0,21,0
jonathan_mckay_000_1_1.pst.11.xls,TETCO_TRANSCO:L31,817,111,1,110,1
john_arnold_000_1_2.pst.327.xls,W Trades:D47,805,61,0,61,0
david_delainey_000_1_1_1.pst.3.xls,JrDebt:E12,873,382,3,381,4
bill_williams_iii_000_1_1.pst.68.xls,22:C7,1323,4,0,4,0
benjamin_rogers_000_1_1.pst.25.xls,Kevin Forecast:AD3,414,1,0,1,0
joe_quenet_000_1_1.pst.17.xls,DATA:S537,44,2,0,2,0
mike_grigsby_000_1_1_1.pst.261.xls,Months:F4,120,4,0,4,0
chris_dorland_000_1_1_1.pst.47.xls,SWAP MODEL:A8,198,1,0,1,0
benjamin_rogers_000_1_1.pst.42.xls,Kevin Forecast:AD3,511,1,0,1,0
tracy_geaccone_000_1_1.pst.417.xls,Fuel Calc:H23,860,40,0,40,0
sally_beck_002_1_1_1.pst.5.xls,Monthly Headcount by Position:D43,1650,40,1,34,1
jonathan_mckay_000_1_1.pst.26.xls,TETCO_TRANSCO:F38,802,729,4,729,4
benjamin_rogers_001_1_1.pst.155.xls,ENA_Debt:B54,2308,326,2,324,2
don_baughman_000_1_1.pst.186.xls,Sheet1:C38,395,37,1,21,1
tracy_geaccone_000_1_1.pst.264.xls,Trackers:D344,748,209,2,209,2
vkaminski_000_1_1_1.pst.26.xls,Analysis:C61,214,20,0,14,0
jeff_dasovich_000_1_1_1.pst.116.xls,Curves:B10,179,43,0,41,0
don_baughman_000_1_1.pst.100.xls,Sheet1:C38,406,37,0,21,0
don_baughman_000_1_1.pst.194.xls,Sheet1:C38,398,37,0,21,0
louise_kitchen_000_1_1_1_1.pst.254.xls,Cost Cancel Details:D108,3027,460,4,460,4
chris_germany_000_1_2.pst.1111.xls,Chg vs FOM 03-24-00:X531,3803,1,0,1,0
eric_saibi_000_1_1.pst.598.xls,ERCOT MCP BY INTERVAL:K7,204,14,0,5,0
don_baughman_000_1_1.pst.205.xls,Individual trades:C106,499,34,0,16,0
robin_rodrigue_000_1_1.pst.15.xls,Detail:E3372,140,1,0,1,0
daren_farmer_000_1_1.pst.284.xls,Jan 01 trial:AB14,1808,0,0,0,0
vkaminski_000_1_1_1.pst.257.xls,T09252000.factors:I679,179,8,0,2,0
andy_zipper_000_1_1.pst.142.xls,DD-EGL:P29,802,3,0,3,0
mary_fischer_000_1_1.pst.114.xls,Feb 2002:C18,4791,8,0,6,0
robin_rodrigue_000_1_1.pst.157.xls,Detail:E3372,152,1,0,1,0
don_baughman_000_1_1.pst.132.xls,Sheet1:C38,336,37,0,21,0
mike_swerzbin_000_1_1.pst.4.xls,GcDDisch_UsgsUsace1029_0901:A25335,208,1,0,1,0
dutch_quigley_000_1_1.pst.200.xls,A:DR249,801,33,0,32,0
robin_rodrigue_000_1_1.pst.270.xls,Sheet9:Q355,686,3,0,2,0
joe_stepenovitch_000_1_1.pst.25.xls,Results:K40,150,2,0,1,0
vkaminski_000_1_1_1.pst.2.xls,Curves:BH325,572,0,0,0,0
daren_farmer_000_1_1.pst.102.xls,Jan 01 trial:AB14,1561,0,0,0,0
elizabeth_sager_000_1_1.pst.103.xls,Top Exposure (2):B651,877,5,1,3,1
vkaminski_001_1_2_1.pst.131.xls,Expiration Dates:D30,260,6,0,2,0
jane_tholt_000_1_1.pst.19.xls,Assign To West Contracts:G47,392,101,1,98,1
don_baughman_000_1_1.pst.180.xls,Sheet1:C38,413,37,0,21,0
chris_germany_000_1_2.pst.1062.xls,Sheet2:K99,5039,127,0,126,1
benjamin_rogers_001_1_1.pst.109.xls,ENA Debt:B11,728,126,0,108,1
benjamin_rogers_000_1_1.pst.7.xls,ZONE J OFFPEAK:B4,915,10,0,8,0
andy_zipper_000_1_1.pst.64.xls,DD-EGL:P29,128,3,0,3,0
benjamin_rogers_001_1_1.pst.222.xls,Debt:E160,508,1139,10,1118,10
benjamin_rogers_000_1_1.pst.11.xls,STRIPS:C1,1716,2,0,1,0
jim_schwieger_000_1_1.pst.100.xls,NYMEX-PR:A1536,74,5,0,5,0
darron_c_giron_002_1_1_1.pst.143.xls,Darron:J4,381,205,1,205,1
matthew_lenhart_001_1_1.pst.158.xls,OP.Power Desk Daily Price:B7,265,3,0,3,0
joe_parks_000_1_1.pst.218.xls,Jan 01 trial:AB14,3339,0,0,0,0
larry_may_000_1_1.pst.302.xls,WEST GAMMA:B3,1786,150,1,1,1
vkaminski_000_1_1_1.pst.175.xls,NICKEL:B3505,326,7,0,5,0
mike_grigsby_000_1_1_1.pst.133.xls,Months:F4,126,4,0,4,0
andy_zipper_000_1_1.pst.111.xls,Deal Detail:K23,87,3,0,1,0
andy_zipper_000_1_1.pst.82.xls,Sheet1:B20,124,31,0,31,0
chris_germany_000_1_2.pst.1044.xls,Sheet2:K55,4456,63,0,32,0
darrell_schoolcraft_000_1_1_1.pst.700.xls,Duke 500621:H12,193,32,1,30,1
joe_parks_000_1_1.pst.120.xls,Tx Gulf Matrix:AD61,223,2,0,2,0
john_arnold_000_1_2.pst.135.xls,Data-Apr-Sep:C6,63,3,0,3,0
benjamin_rogers_001_1_1.pst.115.xls,ENA Debt:B11,669,126,1,108,1
benjamin_rogers_000_1_1.pst.170.xls,Sky River:E92,1114,347,3,346,3
vladi_pimenov_000_1_1.pst.60.xls,Raw Data:BL4,1044,9,0,4,0
don_baughman_000_1_1.pst.195.xls,Sheet1:C38,416,37,0,21,0
mike_grigsby_000_1_1_1.pst.188.xls,Months:F4,222,4,0,4,0
chris_germany_000_1_2.pst.161.xls,Special Pricing:A327,246,7,0,6,0
jeff_dasovich_000_1_1_1.pst.115.xls,Curves:B10,171,43,0,42,0
matthew_lenhart_001_1_1.pst.164.xls,OP.Power Desk Daily Price:B7,260,3,0,3,0
tori_kuykendall_000_1_1_1.pst.122.xls,Price Sheet:B3,118,9,0,5,0
daren_farmer_000_1_1.pst.110.xls,Jan 01 trial:AB14,1231,0,0,0,0
louise_kitchen_000_1_1_1_1.pst.1.xls,Cost Cancel Details:D108,3061,460,4,460,4
andy_zipper_000_1_1.pst.58.xls,DD-EGL:P29,124,3,0,3,0
larry_campbell_000_1_1.pst.381.xls,Sheet1:E252,120,3,0,3,0
tracy_geaccone_000_1_1.pst.152.xls,Trackers:D344,700,209,2,209,2
don_baughman_000_1_1.pst.179.xls,Sheet1:C38,392,37,0,21,0
phillip_allen_000_1_1.pst.134.xls,Project Schedule:E1,347,2,0,2,0
chris_germany_000_1_2.pst.1059.xls,Sheet2:K401,4543,63,0,32,0
vkaminski_000_1_1_1.pst.169.xls,MG Credit:C5,1114,6,0,5,0
jonathan_mckay_000_1_1.pst.25.xls,TETCO_TRANSCO:F38,824,729,4,729,4
phillip_allen_000_1_1.pst.102.xls,Curves:A1,1802,87,0,87,0
richard_ring_000_1_1.pst.95.xls,Commercial Energy Services:K24,468,5,0,5,0
don_baughman_000_1_1.pst.185.xls,Sheet1:C38,397,37,0,21,0
louise_kitchen_000_1_1_1_1.pst.255.xls,Cost Cancel Details:D108,3032,460,5,460,5
peter_keavey_000_1_1.pst.21.xls,Realized Vol:A1422,278,1,0,1,0
benjamin_rogers_000_1_1.pst.191.xls,CALC:FA17,2290,0,0,0,0
errol_mclaughlin_jr_000_1_1.pst.136.xls,Gas Swap Model:B10,441,69,1,69,1
kam_keiser_000_1_1.pst.16.xls,LongTerm73:AH22,3642,22,0,20,0
kevin_ruscitti_000_1_1.pst.152.xls,03-15-00AM:X531,3721,1,0,1,0
harry_arora_000_1_1.pst.121.xls,vol data:N470,150,3,0,2,0
chris_germany_000_1_2.pst.1112.xls,April EPA Vols:K45,3684,9,0,9,0
mike_grigsby_000_1_1_1.pst.251.xls,Months:F4,97,4,0,4,0
tracy_geaccone_000_1_1.pst.239.xls,Trackers:D344,746,209,2,209,2
frank_ermis_000_1_1.pst.180.xls,Months:F4,217,4,0,4,0
chris_germany_000_1_2.pst.1172.xls,Choice Flow:Q4,620,13,0,12,0
gstorey_000_1_1.pst.111.xls,king 80-15-5:E2,201,236,2,236,2
tori_kuykendall_000_1_1_1.pst.12.xls,GDA:AG17,2122,1,0,1,0
teb_lokey_000_1_1.pst.20.xls,YR_REV:G140,273,18,0,17,0
richard_ring_000_1_1.pst.176.xls,Commercial Energy Services:K24,483,5,0,5,0
daren_farmer_001_1_1.pst.1195.xls,Mar:G4,263,11,0,11,0
andy_zipper_000_1_1.pst.97.xls,DD-EGL:P29,813,3,0,3,0
jim_schwieger_000_1_1.pst.110.xls,Sheet2:J5,2050,2436,31,2436,32
robin_rodrigue_001_1_1.pst.3.xls,Sheet12:Q355,612,3,0,2,0
don_baughman_000_1_1.pst.131.xls,Sheet1:C38,338,37,1,21,1
dutch_quigley_000_1_1.pst.201.xls,A:DR249,803,33,1,32,1
jane_tholt_000_1_1.pst.191.xls,Study 4a:A9,216,12,0,9,0
john_griffith_000_1_1.pst.187.xls,Drawdown:X17,1722,7,0,7,0
vkaminski_003_1_1_1.pst.21.xls,VAR:A42,295,23,0,6,0
daren_farmer_000_1_1.pst.103.xls,Jan 01 trial:AB14,1610,0,0,0,0
stacey_white_000_1_1.pst.249.xls,OP.Power Desk Daily Price:B7,253,3,0,3,0
larry_may_000_1_1.pst.312.xls,DATA:B3,172,1,0,1,0
vkaminski_000_1_1_1.pst.258.xls,R11_logs:BM388,680,0,0,0,0
louise_kitchen_000_1_1_1_1.pst.238.xls,Cost Cancel Details:D188,3121,460,4,460,4
vkaminski_002_1_1_1.pst.275.xls,Gas Curves:BV2,1291,0,0,0,0
vkaminski_000_1_1_1.pst.212.xls,sp500:D8,241,51,0,43,1
vkaminski_000_1_1_1.pst.255.xls,factors2:G1897,415,8,0,1,0
benjamin_rogers_001_1_1.pst.134.xls,DPL Prices for Summer:C71,115,4,0,4,0
john_griffith_000_1_1.pst.516.xls,Sheet1:B2453,142,5,0,5,0
robin_rodrigue_000_1_1.pst.151.xls,Sheet14:Q355,621,3,0,2,0
holden_salisbury_000_1_1.pst.33.xls,UAMPS:K44,1146,4,0,4,0
benjamin_rogers_000_1_1.pst.171.xls,Peak Revenue:A10,2369,1,0,1,0
joe_parks_000_1_1.pst.227.xls,Jan 01 trial:AB14,3599,0,0,0,0
don_baughman_000_1_1.pst.181.xls,Sheet1:C38,398,37,1,21,1
darron_c_giron_002_1_1_1.pst.167.xls,Cash Flow:M5,115,723,4,723,4
stacey_white_000_1_1.pst.139.xls,PJM Monthly Summary 2000 05 V.1:F39,91,6,0,6,0
jonathan_mckay_000_1_1.pst.13.xls,TETCO_TRANSCO:L31,948,111,1,110,1
john_griffith_000_1_1.pst.184.xls,Drawdown:X17,1789,7,0,7,0
scott_neal_000_1_1.pst.192.xls,Temps:B3746,308,1,0,1,0
don_baughman_000_1_1.pst.129.xls,Sheet1:C38,407,37,0,21,0
robin_rodrigue_000_1_1.pst.166.xls,Detail:E3372,171,1,0,1,0
don_baughman_000_1_1.pst.149.xls,Sheet1:C38,446,37,0,21,0
andy_zipper_000_1_1.pst.75.xls,DD-EGL:P29,151,3,0,3,0
vkaminski_000_1_1_1.pst.27.xls,Distributions:D5,575,12,0,10,0
andy_zipper_000_1_1.pst.59.xls,DD-EGL:P29,134,3,0,3,0
andy_zipper_000_1_1.pst.120.xls,DD-EGL:P29,878,3,0,3,0
benjamin_rogers_000_1_1.pst.139.xls,Debt:B40,522,483,5,481,5
don_baughman_000_1_1.pst.196.xls,8-1:C38,869,37,0,21,0
andy_zipper_000_1_1.pst.16.xls,DD-EGL:P29,946,3,0,3,0
michelle_lokay_000_1_2_1.pst.368.xls,PNM 500617:H12,122,35,0,32,0
vkaminski_000_1_1_1.pst.278.xls,READDATA:AD6,115,0,0,0,0
john_arnold_000_1_2.pst.108.xls,W Trades:D47,813,61,0,61,0
benjamin_rogers_000_1_1.pst.143.xls,Debt:B54,420,326,3,324,3
rick_buy_000_1_1_1_1.pst.186.xls,DefaultProbs:H142,1647,26,0,8,0
daren_farmer_000_1_1.pst.387.xls,Jan 01 trial:AB14,2105,0,0,0,0
mike_carson_000_1_1.pst.42.xls,Results:K40,145,2,0,1,0
jeff_dasovich_000_1_1_1.pst.44.xls,SUMMARY:D3,53,3,0,3,0
jane_tholt_000_1_1.pst.16.xls,Assign To West Contracts:G47,404,99,0,96,1
joe_quenet_000_1_1.pst.18.xls,Results:K40,128,2,0,1,0
chris_germany_000_1_2.pst.1063.xls,Sheet2:K99,5030,127,1,126,1
vladi_pimenov_000_1_1.pst.61.xls,Raw Data:BL4,1033,9,0,4,0
john_forney_000_1_1.pst.59.xls,ERCOT MCP BY INTERVAL:K7,205,14,0,5,0
vkaminski_001_1_2_1.pst.160.xls,Escalation:M12,653,1,0,1,0
paul_y'barbo_000_1_1.pst.64.xls,76%:D2,368,1774,8,1774,9
stacey_white_000_1_1.pst.305.xls,BRA Power:A6,2187,28,0,27,1
don_baughman_000_1_1.pst.141.xls,Sheet1:C38,398,37,0,21,0
sally_beck_000_1_1_1_1.pst.577.xls,IM:E42,1171,23,0,20,0
john_griffith_000_1_1.pst.846.xls,Position:H44,1047,8,1,6,1
john_lavorato_001_1_1_1.pst.82.xls,Cost Cancel Details:D92,2908,460,4,460,5
vkaminski_000_1_1_1.pst.127.xls,NG:B7,428,15,0,10,0
mary_fischer_000_1_1.pst.116.xls,Feb 2002:C18,5889,8,0,6,0
darron_c_giron_000_1_1_1.pst.276.xls,PRD Location_Def:H3819,667,2,0,2,0
andy_zipper_000_1_1.pst.87.xls,DD-EGL:P29,793,3,0,3,0
mike_grigsby_000_1_1_1.pst.146.xls,Months:F4,99,4,0,4,0
craig_dean_000_1_1.pst.124.xls,Interval Data:A8758,194,3,0,1,0
mary_hain_000_1_1.pst.160.xls,CALC:L31,253,159,1,159,1
don_baughman_000_1_1.pst.134.xls,Sheet1:C38,393,37,1,21,1
tracy_geaccone_000_1_1.pst.238.xls,BACKUP:C303,573,145,1,145,1
mike_grigsby_000_1_1_1.pst.189.xls,Months:F4,219,4,1,4,1
daren_farmer_000_1_1.pst.100.xls,Jan 01 trial:AB14,1252,0,0,0,0
don_baughman_000_1_1.pst.177.xls,Sheet1:C38,396,37,0,21,0
joe_parks_000_1_1.pst.5.xls,X_H:A5,153,14,0,13,0
brad_mckay_000_1_1.pst.0.xls,ConEd Data:C17,222,5,0,5,0
vladi_pimenov_000_1_1.pst.6.xls,ANR:A411,159,1,0,1,0
stacey_white_000_1_1.pst.252.xls,BRA Power:A6,2159,28,0,27,0
chris_germany_000_1_2.pst.166.xls,Special Pricing:A327,224,7,1,6,1
lindy_donoho_000_1_1_1.pst.17.xls,WOT by Month thru 2010:DU7,333,2,0,2,0
jim_schwieger_000_1_1.pst.111.xls,Module2:DR1624,8500,3,0,3,0
andy_zipper_000_1_1.pst.23.xls,Deal Detail:K727,153,3,0,1,0
mark_taylor_001_1_1.pst.120.xls,NY:S375,310,203,1,203,1
jay_reitmeyer_000_1_1.pst.201.xls,Sheet1:AJ62,200,1,0,1,0
jonathan_mckay_000_1_1.pst.28.xls,TETCO_TRANSCO:F38,830,729,4,729,5
mary_fischer_000_1_1.pst.101.xls,Feb 2002:C18,4666,8,1,6,1
andy_zipper_000_1_1.pst.66.xls,DD-EGL:P10,125,4,0,4,0
gstorey_000_1_1.pst.15.xls,ANR Willow:A138,83,1,0,1,0
louise_kitchen_000_1_1_1_1.pst.237.xls,Cost Cancel Details:D148,2996,460,4,460,5
gstorey_000_1_1.pst.108.xls,Curves:AL12,4749,7,0,6,0
chris_germany_000_1_1_1.pst.96.xls,Total Reqs:J11,965,251,2,251,2
tracy_geaccone_000_1_1.pst.266.xls,BACKUP:C303,573,145,1,145,2
andy_zipper_000_1_1.pst.72.xls,DD-EGL:P29,124,3,0,3,0
vkaminski_000_1_1_1.pst.182.xls,DATABASE:F4914,65,2,0,1,0
robin_rodrigue_000_1_1.pst.266.xls,Sheet8:Q355,417,3,0,2,0
robin_rodrigue_000_1_1.pst.13.xls,Detail:E3372,155,1,0,1,0
benjamin_rogers_001_1_1.pst.52.xls,Wilton:X135,367,34,0,34,0
errol_mclaughlin_jr_000_1_1.pst.137.xls,EO9904.1 floor:L10,2507,23,0,23,0
tori_kuykendall_000_1_1_1.pst.0.xls,Price Sheet:B3,115,9,0,5,0
phillip_allen_000_1_1.pst.253.xls,Curves:A1,1861,87,1,87,1
jonathan_mckay_000_1_1.pst.12.xls,TETCO_TRANSCO:L31,821,111,1,110,1
john_forney_000_1_1.pst.58.xls,ERCOT MCP BY INTERVAL:K7,213,14,0,5,0
lindy_donoho_000_1_1_1.pst.15.xls,WOT by Month thru 2010:DU7,317,2,0,2,0
john_griffith_000_1_1.pst.185.xls,MAIN:U18,2983,221,2,221,2
louise_kitchen_000_1_1_1_1.pst.242.xls,Cost Cancel Details:D180,3239,460,5,460,5
jeff_dasovich_000_1_1_1.pst.138.xls,PG&E Assessment:C40,638,2752,20,2745,21
tori_kuykendall_000_1_1_1.pst.15.xls,Price Sheet:B3,130,9,0,5,0
andy_zipper_000_1_1.pst.74.xls,DD-EGL:P29,126,3,0,3,0
vkaminski_000_1_1_1.pst.256.xls,factors_mod:G489,207,8,0,2,0
kevin_ruscitti_000_1_1.pst.49.xls,Swap:A8,136,29,0,29,0
louise_kitchen_001_1_1_1.pst.374.xls,HR:J19,368,16,0,15,0
phillip_m_love_001_1_1.pst.209.xls,LongTerm3:AH22,503,22,0,20,0
mike_grigsby_000_1_1_1.pst.247.xls,Months:F4,131,4,0,4,0
phillip_allen_000_1_1.pst.132.xls,Project Schedule:E1,344,2,0,2,0
john_griffith_000_1_1.pst.322.xls,Gas Swap Model:A3,403,50,0,49,0
daren_farmer_000_1_1.pst.388.xls,Jan 01 trial:AB14,2762,0,0,0,0
tori_kuykendall_000_1_1_1.pst.106.xls,Price Sheet:B3,116,9,0,5,0
don_baughman_000_1_1.pst.182.xls,Sheet1:C38,403,37,0,21,0
richard_shapiro_000_1_1.pst.140.xls,Gas Swap Model:B10,411,69,1,69,1
david_delainey_000_1_1_1.pst.4.xls,JrDebt:E12,876,382,3,381,3
lisa_gang_000_1_1.pst.136.xls,December Hydro:M15,147,11,0,11,0
don_baughman_000_1_1.pst.148.xls,Sheet1:C38,405,37,0,21,0
joe_parks_000_1_1.pst.119.xls,E TX Matrix:A126,419,114,0,33,1
sally_beck_002_1_1_1.pst.3.xls,Monthly Headcount by Position:D70,1938,74,0,74,0
bill_williams_iii_000_1_1.pst.56.xls,Sheet1:C49,404,37,0,21,0
vladi_pimenov_000_1_1.pst.57.xls,Raw Data:BL4,1073,9,0,4,0
andy_zipper_000_1_1.pst.80.xls,DD-EGL:P29,125,3,0,3,0
john_griffith_000_1_1.pst.200.xls,New Index Sale:N9,1976,16,0,16,0
james_steffes_000_1_1.pst.221.xls,ANZA LOAD_LOSSES:C51,697,6,0,6,0
chris_dorland_000_1_1_1.pst.59.xls,Jan01:E2,2612,1,0,1,0
monika_causholli_000_1_1.pst.60.xls,Sheet2:B4,193,3,0,3,0
andy_zipper_000_1_1.pst.18.xls,Deal Detail:K727,128,3,0,1,0
jeff_dasovich_000_1_1_1.pst.117.xls,PeakMonthlyAvg:B20,115,81,1,81,1
don_baughman_000_1_1.pst.133.xls,Sheet1:C38,400,37,0,21,0
vkaminski_001_1_2_1.pst.39.xls,DPR_detail:O235,276,10,0,9,0
mike_grigsby_000_1_1_1.pst.147.xls,Months:F4,169,4,0,4,0
joe_parks_000_1_1.pst.6.xls,X_H:A5,277,14,0,13,0
daren_farmer_000_1_1.pst.101.xls,Jan 01 trial:AB14,2298,0,0,0,0
matthew_lenhart_000_1_1.pst.19.xls,Curves:A1,2034,87,0,87,0
don_baughman_000_1_1.pst.176.xls,Sheet1:C38,406,37,1,21,1
jim_schwieger_000_1_1.pst.71.xls,NYMEX-PR:A1536,88,5,0,5,0
vkaminski_000_1_1_1.pst.313.xls,READDATA:AD6,170,0,0,0,0
vkaminski_001_1_2_1.pst.161.xls,Escalation:K13,1773,1,1,1,1
kevin_ruscitti_000_1_1.pst.100.xls,Mar Actuals:X531,4131,1,0,1,0
phillip_m_love_000_1_1.pst.681.xls,Transport Pos:A3,1940,1,0,1,0
benjamin_rogers_000_1_1.pst.18.xls,STRIPS:C1,2321,2,0,1,0
louise_kitchen_000_1_1_1_1.pst.257.xls,Cost Cancel Details:D108,5359,460,4,460,4
mike_grigsby_000_1_1_1.pst.260.xls,Months:F4,180,4,0,4,0
jonathan_mckay_000_1_1.pst.27.xls,TETCO_TRANSCO:F38,1018,729,4,729,5
jim_schwieger_000_1_1.pst.112.xls,Module2:DS2111,7012,3,0,3,0
chris_germany_000_1_2.pst.1057.xls,Sheet2:K401,4607,63,1,32,1
andy_zipper_000_1_1.pst.52.xls,DD-EPM:U324,91,4,0,2,0
rick_buy_000_1_1_1_1.pst.170.xls,Cost Cancel Details:D92,2934,460,4,460,4
kevin_presto_000_1_1.pst.16.xls,MAIN:U18,2993,219,1,218,1
vkaminski_000_1_1_1.pst.177.xls,ALUMINUM_H:B3505,348,7,0,5,0
tracy_geaccone_000_1_1.pst.237.xls,Trackers:D184,819,221,2,221,2
chris_germany_000_1_2.pst.1136.xls,03-31-00Apr:X531,7472,1,0,1,0
jonathan_mckay_000_1_1.pst.122.xls,Rate 11 Balancing:B42,2150,1248,8,1248,9
darrell_schoolcraft_000_1_1_1.pst.428.xls,Duke 500621:H12,210,32,0,30,0
stacey_white_000_1_1.pst.296.xls,BRA Power:A6,2136,28,0,27,0
vkaminski_000_1_1_1.pst.307.xls,Expiration Dates:D30,241,6,0,2,0
stacey_white_000_1_1.pst.1.xls,BRA Power:A6,2216,28,0,27,0
jim_schwieger_000_1_1.pst.106.xls,NYMEX-PR:A1536,110,5,0,5,0
benjamin_rogers_000_1_1.pst.116.xls,ENA Debt:B11,922,86,1,86,1
don_baughman_000_1_1.pst.127.xls,Sheet1:C38,337,37,0,21,0
kevin_ruscitti_000_1_1.pst.4.xls,Swap:A8,133,29,0,29,0
jane_tholt_000_1_1.pst.198.xls,Study 4a:A9,228,12,0,9,0
andy_zipper_000_1_1.pst.67.xls,DD-EGL:P29,131,3,0,3,0
joe_parks_000_1_1.pst.211.xls,Jan 01 trial:AB14,3124,0,0,0,0
